alignment_block_idx,position_idx,"({sp1,sp2},sp3)","((sp1,sp2),sp3)","((sp1,sp3),sp2)","((sp2,sp3),sp1)"
32,89,0.729637284736267,0.08251795566582949,0.1093083005279942,0.07853645906990801
32,90,0.7295854119786278,0.08251072786692461,0.10940446628724537,0.07849939386720109
32,91,0.7295309021717215,0.0825040942082699,0.10950250185719221,0.07846250176281469
32,92,0.729473755013336,0.0824980533094529,0.1096024133647163,0.07842577831249359
32,93,0.7294139702434731,0.0824926037728274,0.10970420702778969,0.0783892189559086
32,94,0.729351547647382,0.0824877441837594,0.10980788915113171,0.0783528190177259
32,95,0.7292864870543003,0.0824834731091408,0.1099134661326064,0.0783165737039513
32,96,0.7292187883402018,0.08247978909809799,0.1100209444594375,0.07828047810226109
32,97,0.7291484514245734,0.08247669068121728,0.11013033071226551,0.07824452718194241
32,98,0.7290754762723446,0.0824741763716212,0.1102416315647971,0.0782087157912356
32,99,0.7289998628961182,0.0824722446629302,0.1103548537853876,0.07817303865556272
32,100,0.7289216113554453,0.0824708940294359,0.11047000423686561,0.0781374903782518
32,101,0.7288407217561653,0.08247012292717361,0.11058708987891122,0.0781020654377486
32,102,0.7287571942542133,0.0824699297916588,0.11070611776767399,0.07806675818645259
32,103,0.728671029052082,0.082470313039174,0.11082709505868471,0.07803156285005809
32,104,0.7285822264045022,0.082471271064819,0.1109500290059381,0.0779964735247394
32,105,0.7284907866150276,0.0824728022444026,0.11107492696348119,0.07796148417708731
32,106,0.7283967100392357,0.08247490493198341,0.11120179638733209,0.0779265886414474
32,107,0.7282999970865035,0.0824775774599923,0.11133064483502189,0.0778917806184811
32,108,0.7282006482187053,0.0824808181392329,0.1114614799689801,0.07785705367308048
32,109,0.7280986639513859,0.08248462525923302,0.1115943095546472,0.0778224012347326
32,110,0.7279940448572702,0.08248899708614671,0.11172914146438241,0.0777878165921993
32,111,0.7278867915650404,0.08249393186350341,0.11186598367647571,0.07775329289497929
32,112,0.7277769047633162,0.08249942781020018,0.11200484427784597,0.07771882314863629
32,113,0.7276643851979845,0.0825054831227352,0.1121457314647066,0.07768440021457221
32,114,0.7275492336782312,0.0825120959721049,0.11228865354238471,0.07765001680727819
32,115,0.7274314510728451,0.0825192645048801,0.1124336189293707,0.07761566549290261
32,116,0.727311038316191,0.0825269868422277,0.112580636155877,0.077581338685703
32,117,0.7271879964087078,0.08253526107885249,0.11272971386609999,0.0775470286463385
32,118,0.7270623264165759,0.0825440852829665,0.1128808608197551,0.07751272748070161
32,119,0.7269340294752366,0.08255345749563461,0.1130340858931595,0.077478427135968
32,120,0.7268031067904224,0.08256337573039381,0.11318939808105179,0.077444119398131
32,121,0.7266695596403219,0.0825738379721963,0.1133468064961139,0.07740979589136641
32,122,0.7265333893775072,0.0825848421768974,0.1135063203729668,0.07737544807262679
32,123,0.7263945974310275,0.0825963862707799,0.1136679490672136,0.077341067230978
32,124,0.7262531853075642,0.08260846815023208,0.1138317020581149,0.07730664448408729
32,125,0.7261091545943528,0.0826210856791708,0.1139975889501284,0.0772721707763471
32,126,0.7259625069623091,0.08263423669134329,0.11416561947318139,0.07723763687316479
32,127,0.7258132441666524,0.0826479189869551,0.1143358034847055,0.07720303336168562
32,128,0.7256613680477317,0.08266213033422551,0.1145081509732877,0.07716835064475341
32,129,0.7255068805385467,0.0826768684655628,0.1146826720566157,0.0771335789392736
32,130,0.7253497836640113,0.08269213107932759,0.1148593769840967,0.0770987082725631
32,131,0.7251900795407171,0.08270791583949261,0.1150382761415079,0.0770637284782809
32,132,0.7250277703859513,0.0827242203717527,0.11521938004822518,0.07702862919406948
32,133,0.7248628585160944,0.0827410422648329,0.1154026993613554,0.07699339985771561
32,134,0.7246953463504066,0.08275837906920178,0.1155882448774422,0.07695802970294828
32,135,0.7245252364126918,0.0827762282975866,0.1157760275338424,0.0769225077558777
32,136,0.72435253133897,0.0827945874201586,0.11596605840893293,0.0768868228319372
32,137,0.7241772338742245,0.0828134538675233,0.1161583487274877,0.076850963530763
32,138,0.7239993468802824,0.08283282502815101,0.116352909858606,0.0768149182329591
32,139,0.7238188733368943,0.08285269824653989,0.1165497533206314,0.0767786750959335
32,140,0.7236358163469365,0.0828730708240531,0.1167488907803764,0.07674222204863289
32,141,0.7234501791365099,0.08289394001626031,0.11695033405850372,0.07670554678872489
32,142,0.7232619650626368,0.08291530303267351,0.1171540951284962,0.07666863677619219
32,143,0.7230711776146501,0.0829371570348946,0.1173601861193803,0.0766314792310737
32,144,0.7228778204189832,0.0829594991359279,0.1175686193185632,0.07659406112652459
32,145,0.7226818972411057,0.08298232639914939,0.1177794071748382,0.0765563691849054
32,146,0.7224834119935223,0.08300563583645688,0.1179925622969631,0.0765183898730564
32,147,0.7222823687351261,0.08302942440844241,0.1182080974601055,0.0764801093963248
32,148,0.7220787716786832,0.0830536890209871,0.11842602560602411,0.07644151369430438
32,149,0.7218726251952552,0.0830784265252579,0.11864635984529032,0.07640258843419549
32,150,0.7216639338172448,0.0831036337156934,0.11886911346070708,0.0763633190063534
32,151,0.7214527022422951,0.08312930733022389,0.1190942999085803,0.07632369051889949
32,152,0.7212389353428322,0.083155444045968,0.11932193282187499,0.0762836877893237
32,153,0.7210226381645576,0.08318204048081079,0.119552026013012,0.0762432953416182
32,154,0.7208038159356024,0.0832090931897421,0.11978459347576009,0.0762024973988941
32,155,0.7205824740699283,0.08323659866438159,0.12001964938923111,0.07616127787645749
32,156,0.7203586181758989,0.0832645533303426,0.120257208118045,0.0761196203757123
32,157,0.7201322540570223,0.0832929535468553,0.1204972842184786,0.07607750817764221
32,158,0.7199033877200953,0.0833217956045058,0.1207398924394514,0.0760349242359461
32,159,0.7196720253829751,0.0833510757230695,0.1209850477243929,0.0759918511695612
32,160,0.7194381734758032,0.0833807900507902,0.12123276521709851,0.0759482712563065
32,161,0.7192018386505079,0.0834109346613181,0.12148306026366831,0.0759041664245046
32,162,0.718963027787013,0.0834415055526394,0.12173594841426567,0.0758595182460804
32,163,0.7187217479985393,0.08347249864594129,0.12199144542781808,0.07581430792770019
32,164,0.7184780066383694,0.08350390978091561,0.1222495672755796,0.07576851630513409
32,165,0.7182318113095381,0.0835357347169948,0.1225103301425285,0.07572212383093739
32,166,0.7179831698660011,0.08356796912910339,0.12277375043466651,0.0756751105702276
32,167,0.7177320904265654,0.0836006086059925,0.12303984477829841,0.07562745618914261
32,168,0.7174785813758762,0.08363364864965259,0.12330863002724109,0.07557913994722888
32,169,0.7172226513778981,0.0836670846697706,0.1235801232647644,0.07553014068756571
32,170,0.7169643093790735,0.08370091198499689,0.1238543418079104,0.0754804368280181
32,171,0.716703564619807,0.0837351258180371,0.12413130321158598,0.07543000635056851
32,172,0.716440426641961,0.0837697212942769,0.12441102527210252,0.07537882679165829
32,173,0.7161749052962468,0.08380469343890071,0.1246935260322642,0.0753268752325869
32,174,0.715907010750072,0.0838400371754772,0.12497882378632921,0.07527412828812019
32,175,0.7164398539998297,0.0836734206605643,0.12484623355157788,0.0750404917880266
32,176,0.7169700148244599,0.0835070954548675,0.12471610868621509,0.07480678103445651
32,177,0.7174975296930314,0.08334105073255178,0.12458843808604779,0.0745729814883682
32,178,0.7180224351881903,0.0831752755924396,0.1244632107999993,0.0743390784193695
32,179,0.7185447680123784,0.08300975905800022,0.1243404160286271,0.0741050569009929
32,180,0.7190645649985359,0.0828444900736075,0.1242200431186413,0.07387090180921399
32,181,0.7195818631141909,0.0826794575033344,0.12410208156373699,0.07363659781873659
32,182,0.720096699470945,0.08251465013076258,0.1239865209976303,0.07340212940066108
32,183,0.7206091113299878,0.08235005665499172,0.123873351195448,0.07316748081957089
32,184,0.7211191361161986,0.0821856656886626,0.12376256206666762,0.07293263612847
32,185,0.7216268114179125,0.0820214657574998,0.1236541436566734,0.07269757916791311
32,186,0.7221321750023401,0.0818574452966429,0.123548086140092,0.07246229356092392
32,187,0.7226352648201432,0.08169359264966879,0.1234443798201385,0.0722267627100481
32,188,0.7231361190127719,0.0815298960664006,0.1233430151274813,0.0719909697933451
32,189,0.7236347759254855,0.08136634369982321,0.1232439826131751,0.07175489776151471
32,190,0.7237443116618265,0.08127412492076712,0.1233310058865899,0.0716505575308152
32,191,0.723851931986898,0.081182082354252,0.12342026098870869,0.0715457246701397
32,192,0.7239576354087386,0.08109021212264851,0.12351175653118648,0.0714403959374253
32,193,0.7240614207042734,0.080998510256081,0.12360550121439633,0.07133456782524819
32,194,0.7241632869150235,0.08090697269234719,0.1237015038299342,0.0712282365626941
32,195,0.7242632333467246,0.0808155952772335,0.1237997732609818,0.07112139811505891
32,196,0.7243612595678018,0.08072437376330299,0.1239003184849636,0.0710140481839302
32,197,0.7244573654045549,0.0806333038103901,0.1240031485762673,0.0709061822087865
32,198,0.7245515509435309,0.0805423809841792,0.1241082727065404,0.0707977953657481
32,199,0.7245582364555636,0.08046853195109889,0.1242563150388533,0.0707169165544829
32,200,0.7245630221142163,0.0803947940018406,0.1244067113212817,0.0706354725626599
32,201,0.7241874646715694,0.08038521868971808,0.1247486850791924,0.0706786315595191
32,202,0.7238101453341245,0.080375640222477,0.1250931603080638,0.07072105413533371
32,203,0.7234310228486995,0.08036606136523168,0.1254401673129657,0.07076274847310171
32,204,0.7230500563227477,0.08035648476046402,0.1257897364800171,0.0708037224367699
32,205,0.7226672052133232,0.0803469129279029,0.12614189828415068,0.07084398357462199
32,206,0.7222824293134297,0.0803373482678151,0.1264966832953431,0.07088353912341079
32,207,0.7218956887425411,0.08032779306099881,0.12685412218490671,0.0709223960115523
32,208,0.7215069439325871,0.0803182494695802,0.1272142457345883,0.0709605608632435
32,209,0.7211161556193691,0.0803087195391413,0.1275770848405251,0.0709980400009632
32,210,0.720723284829053,0.08029920519893449,0.1279426705221444,0.0710348394498669
32,211,0.7203282928700924,0.08028970826343688,0.1283110339271104,0.07107096493935922
32,212,0.7199311413195008,0.0802802304333737,0.1286822063394656,0.07110642190765881
32,213,0.7195317920132629,0.0802707732966303,0.1290562191865667,0.07114121550353901
32,214,0.7191302070375711,0.0802613383289075,0.12943310404390318,0.07117535058961688
32,215,0.7187263487184546,0.0802519268937744,0.12981289264350832,0.07120883174426139
32,216,0.7183201796113328,0.08024254024478529,0.13019561687969539,0.07124166326418478
32,217,0.7179116624873125,0.08023317952650359,0.1305813088178719,0.07127384916831049
32,218,0.7175007603316896,0.08022384577305111,0.1309700006984258,0.07130539319683239
32,219,0.7170874363286285,0.08021453991117539,0.13136172494387138,0.07133629881632329
32,220,0.7166716538556378,0.08020526275844479,0.1317565141660917,0.0713665692198244
32,221,0.7162533764672403,0.08019601502706121,0.1321544011760853,0.0713962073296118
32,222,0.7158325678951819,0.0801867973210434,0.1325554189855197,0.0714252157982537
32,223,0.715409192033483,0.0801776101388205,0.132959600816859,0.0714535970108366
32,224,0.7149832129343267,0.0801684538719897,0.1333669801076864,0.07148135308599589
32,225,0.7145545947938794,0.0801593288073764,0.13377759052194912,0.0715084858767937
32,226,0.7141233019477778,0.08015023512661419,0.1341914659519417,0.07153499697366489
32,227,0.7136892988611815,0.08014117290673721,0.13460864052793972,0.0715608877041404
32,228,0.7132525501230315,0.0801321421186947,0.1350291486247794,0.0715861591334931
32,229,0.7128130204336185,0.08012314263095181,0.1354530248678599,0.0716108120675687
32,230,0.7123706746002695,0.0801141742067119,0.13588030414171032,0.0716348470513071
32,231,0.7119254775277619,0.0801052365053893,0.1363110215953251,0.07165826437152219
32,232,0.7114773942126033,0.08009632908233419,0.1367452126496386,0.07168106405542331
32,233,0.711026389731109,0.08008745138845229,0.13718291300698482,0.0717032458734527
32,234,0.7105724292343666,0.0800786027713936,0.13762415865642819,0.0717248093378107
32,235,0.7101154779434422,0.0800697824746748,0.13806898587881564,0.07174575370306639
32,236,0.7095618595000313,0.0800784163976795,0.1385646721366806,0.07179505196560738
32,237,0.7090048974986763,0.0800871193489598,0.1390642270126246,0.0718437561397379
32,238,0.7084445534134156,0.08009589027294081,0.139567691059903,0.0718918652537395
32,239,0.7078807887090924,0.08010472801958339,0.140075105191214,0.0719393780801089
32,240,0.7073135648305702,0.080113631341375,0.140586510688729,0.07198629313932471
32,241,0.7067428431980167,0.08012259889398608,0.1411019492125763,0.0720326086954195
32,242,0.7061685851986808,0.08013162923652961,0.141621462807058,0.07207832275773049
32,243,0.7055907521776817,0.08014072082987811,0.14214509391245428,0.0721234330799843
32,244,0.7050093054334319,0.0801498720371493,0.14267288537034728,0.0721679371590702
32,245,0.7044242062066935,0.0801590811231175,0.1432048804357988,0.0722118322343884
32,246,0.703835415674854,0.08016834625382059,0.14374112278434878,0.0722551152869753
32,247,0.7032428949469348,0.08017766549488779,0.1442816565201901,0.07229778303798601
32,248,0.7026466050512473,0.0801870368127191,0.14482652618768588,0.0723398319483465
32,249,0.7020465069323503,0.080196458072116,0.14537577677864638,0.0723812582168857
32,250,0.7014425614392187,0.08020592703709789,0.1459294537447406,0.07242205777894162
32,251,0.7008347293232855,0.0802154413691102,0.1464876030021435,0.0724622263054598
32,252,0.7002229712268877,0.08022499862647751,0.1470502709463371,0.0725017592002967
32,253,0.6996072476778735,0.08023459626426602,0.14761750445813218,0.072540651599727
32,254,0.6989875190819862,0.08024423163243109,0.1481893509157857,0.0725788983697959
32,255,0.698363745714459,0.08025390197510109,0.14876585820572008,0.07261649410471871
32,256,0.6977358877136244,0.080263604431144,0.14934707473094566,0.07265343312428449
32,257,0.6971039050730664,0.0802733360308973,0.1499330494227435,0.0726897094732915
32,258,0.6964677576373527,0.08028309369602331,0.1505238317499132,0.0727253169167096
32,259,0.6958274050867925,0.080292874239435,0.15111947173358642,0.0727602489401848
32,260,0.6951828069396983,0.08030267436267631,0.1517200199526719,0.0727944987449524
32,261,0.6945339225377415,0.08031249065571251,0.15232552755950188,0.0728280592470426
32,262,0.6938807110412276,0.0803223195954368,0.1529360462901565,0.0728609230731779
32,263,0.6932231314235586,0.0803321575436864,0.15355162847359274,0.0728930825591609
32,264,0.6925611424571627,0.0803420007477902,0.1541723270490044,0.0729245297460416
32,265,0.6918947027142536,0.08035184533689639,0.15479819557202107,0.07295525637682729
32,266,0.691223770553628,0.08036168732177591,0.15542928823069257,0.0729852538939024
32,267,0.6905483041149932,0.0803715225938399,0.1560656598556025,0.07301451343556309
32,268,0.6898682613094644,0.0803813469226605,0.1567073659358782,0.0730430258319958
32,269,0.6891835998152975,0.08039115595439071,0.1573544626288176,0.07307078160149331
32,270,0.6884942770659258,0.08040094521050109,0.15800700677573962,0.07309777094783249
32,271,0.6878002502452991,0.08041071008630792,0.158665055913386,0.0731239837550056
32,272,0.6871014762786377,0.0804204458483775,0.1593286682892736,0.07314940958371041
32,273,0.6863979118228322,0.08043014763411621,0.15999790287573012,0.0731740376673206
32,274,0.6856895132611133,0.0804398104482517,0.16067281938330322,0.07319785690733051
32,275,0.6849762366932406,0.0804494291613404,0.1613534782769777,0.07322085586844031
32,276,0.6842580379285145,0.0804589985092494,0.16203994078807518,0.0732430227741597
32,277,0.6835348724742436,0.0804685130890831,0.16273226893383788,0.0732643455028342
32,278,0.6828066955314283,0.0804779673580876,0.1634305255300898,0.07328481158039321
32,279,0.6820734619837102,0.080487355630706,0.1641347742077093,0.073304408177873
32,280,0.6813351263880881,0.08049667207811899,0.1648450794295761,0.07332312210421509
32,281,0.6805916429692356,0.08050591072333589,0.16556150650642698,0.07334093980100011
32,282,0.6798429656068621,0.08051506544080429,0.1662841216142777,0.0733578473380544
32,283,0.67908904782924,0.0805241299533313,0.16701299181171161,0.0733738304057157
32,284,0.6783298428028509,0.0805330978286771,0.167748185058646,0.07338887430982499
32,285,0.6775653033237006,0.0805419624783751,0.1684897702322831,0.0734029639656401
32,286,0.6767953818073614,0.0805507171540314,0.1692378171471094,0.07341608389149679
32,287,0.6760200302804044,0.080559354944309,0.1699923965750685,0.07342821820021721
32,288,0.6752392003691289,0.0805678687737756,0.1707535802624952,0.0734393505945991
32,289,0.674452843291699,0.08057625139723762,0.1715214409508093,0.0734494643602524
32,290,0.6736609098454545,0.08058449539903842,0.17229605239889417,0.07345854235661149
32,291,0.6728633503993033,0.0805925931888479,0.17307748940078357,0.0734665670110638
32,292,0.6720601148818622,0.08060053699845761,0.1738658278094136,0.07347352031026491
32,293,0.6712511527711613,0.0806083188791697,0.1746611445570797,0.0734793837925878
32,294,0.6704364130852999,0.0806159306969473,0.1754635176784492,0.07348413853930238
32,295,0.6696158443672622,0.08062336413026189,0.1762730263339874,0.0734877651684873
32,296,0.6687893946800778,0.08063061066622669,0.17708975083085887,0.0734902438228352
32,297,0.6679570115907907,0.08063766159597859,0.1779137726502812,0.0734915541629483
32,298,0.6671186421587035,0.08064450801231159,0.1787451744711584,0.07349167535782519
32,299,0.6662742329278125,0.08065114080365582,0.17958404019327998,0.0734905860752502
32,300,0.6654237299100431,0.0806575506526194,0.1804304549654677,0.0734882644718687
32,301,0.66456707857531,0.08066372802982659,0.1812845052117163,0.0734846881831462
32,302,0.6637042238393348,0.0806696631902559,0.18214627865730093,0.0734798343131072
32,303,0.6628351100492689,0.08067534616850422,0.183015864358235,0.07347367942399072
32,304,0.6619596809712537,0.0806807667753965,0.1838933527288708,0.07346619952447751
32,305,0.6606091019235607,0.08074410751331089,0.1850565652466583,0.0735902253164689
32,306,0.6592503283209873,0.08080687561132091,0.186229565265732,0.0737132308019586
32,307,0.6578832466162176,0.0808690667745475,0.1874124800678493,0.0738352065413842
32,308,0.6565077421517453,0.0809306764581628,0.18860543871912158,0.0739561426709689
32,309,0.655123699131559,0.0809916998623382,0.18980857211066407,0.0740760288954376
32,310,0.6537310005864408,0.0810521319302176,0.19102201299830587,0.0741948544850342
32,311,0.6523295283436437,0.0811119673441363,0.19224589604416142,0.0743126082680572
32,312,0.6509191629979895,0.0811712005227157,0.19348035785489628,0.0744292786243976
32,313,0.6494997838750097,0.0812298256159425,0.19472553702914178,0.0745448534799044
32,314,0.6480712689956298,0.0812878365035297,0.19598157419987908,0.0746593203009599
32,315,0.6466334950478368,0.08134522678788961,0.1972486120793371,0.0747726660849353
32,316,0.6451863373478302,0.08140198979373792,0.1985267955029476,0.0748848773554829
32,317,0.6437296698040135,0.08145811856084881,0.19981627148135567,0.0749959401537807
32,318,0.6422633648834045,0.08151360584132798,0.2011171892425917,0.0751058400326746
32,319,0.6407872935706493,0.0815684440948503,0.2024297002882665,0.07521456204623249
32,320,0.6393013253357429,0.08162262548352721,0.2037539584364419,0.0753220907442866
32,321,0.6378053280873307,0.0816761418683682,0.2050901198816396,0.0754284101626605
32,322,0.6362991681408328,0.081728984801804,0.206438343243377,0.0755335038139849
32,323,0.6347827101739016,0.0817811455260139,0.20779878961972229,0.0756373546803608
32,324,0.6332558171855456,0.0818326149639015,0.20917162264861214,0.07573994520193959
32,325,0.631718350453894,0.0818833837163711,0.21055700855973247,0.07584125727000118
32,326,0.630170169493699,0.0819334420555537,0.21195511623579158,0.07594127221495431
32,327,0.6286111320101359,0.0819827799194144,0.2133661172747999,0.0760399707956486
32,328,0.6270410938550932,0.0820313869046491,0.21479018604863792,0.07613733319161829
32,329,0.6254599089809293,0.0820792522609991,0.2162274997686695,0.07623333898940139
32,330,0.6238674293903044,0.0821263648857059,0.2176782385518797,0.07632796717210868
32,331,0.62226350509184,0.08217271331561479,0.21914258548435478,0.076421196108189
32,332,0.6206479840454393,0.0822182857199339,0.2206207266955687,0.0765130035390567
32,333,0.6190207121120034,0.0822630698947603,0.22211285142639242,0.076603366566843
32,334,0.6173815330063888,0.08230705325422341,0.22361915209822228,0.07669226164116451
32,335,0.6157302882334095,0.08235022282344281,0.2251398243965535,0.07677966454659291
32,336,0.6140668170438721,0.08239256523084598,0.2266750673372592,0.0768655503880213
32,337,0.6123909563680712,0.0824340667001882,0.22822508335374295,0.0769498935779965
32,338,0.6105557862913348,0.0824949550499038,0.22988393893650888,0.0770653197222515
32,339,0.6087066555259417,0.0825551370738643,0.2315590294912826,0.0771791779089101
32,340,0.6068433741566294,0.0826145982931103,0.23325058731159662,0.07729144023866241
32,341,0.6049657492999259,0.08267332381084841,0.234958848861997,0.0774020780272275
32,342,0.6042458852740549,0.0825346068056686,0.23589733192173873,0.07732217599853661
32,343,0.6035197413316822,0.08239536246018571,0.2368442071441215,0.0772406890640097
32,344,0.6027872544851586,0.0822555779105397,0.23779956178570527,0.0771576058185952
32,345,0.6020483614351332,0.0821152400508902,0.23876348415646448,0.07707291435751112
32,346,0.601302998551624,0.08197433552947028,0.2397360636433696,0.0769866022755348
32,347,0.6005511018646903,0.08183285074565079,0.24071739072708934,0.0768986566625683
